api-1  | {"level":30,"time":1770279635966,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1c","res":{"statusCode":200},"responseTime":0.2871059998869896,"msg":"request completed"}
api-1  | {"level":30,"time":1770280096816,"pid":1,"hostname":"59fe47891a9b","reqId":"req-15","res":{"statusCode":200},"responseTime":0.4221729999408126,"msg":"request completed"}
api-1  | {"level":30,"time":1770280106891,"pid":1,"hostname":"59fe47891a9b","reqId":"req-16","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":46480},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280106891,"pid":1,"hostname":"59fe47891a9b","reqId":"req-16","res":{"statusCode":200},"responseTime":0.48588399961590767,"msg":"request completed"}
api-1  | {"level":30,"time":1770280116946,"pid":1,"hostname":"59fe47891a9b","reqId":"req-17","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":34808},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280116947,"pid":1,"hostname":"59fe47891a9b","reqId":"req-17","res":{"statusCode":200},"responseTime":0.2723580002784729,"msg":"request completed"}
api-1  | {"level":30,"time":1770280127018,"pid":1,"hostname":"59fe47891a9b","reqId":"req-18","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":47024},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280127019,"pid":1,"hostname":"59fe47891a9b","reqId":"req-18","res":{"statusCode":200},"responseTime":0.31621200032532215,"msg":"request completed"}
api-1  | {"level":30,"time":1770280137072,"pid":1,"hostname":"59fe47891a9b","reqId":"req-19","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":42342},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280137072,"pid":1,"hostname":"59fe47891a9b","reqId":"req-19","res":{"statusCode":200},"responseTime":0.2731290003284812,"msg":"request completed"}
api-1  | {"level":30,"time":1770280147124,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1a","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":47064},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280147124,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1a","res":{"statusCode":200},"responseTime":0.28152700047940016,"msg":"request completed"}
api-1  | {"level":30,"time":1770280157169,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1b","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":33718},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280157169,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1b","res":{"statusCode":200},"responseTime":0.3495950000360608,"msg":"request completed"}
api-1  | {"level":30,"time":1770280167232,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1c","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":50064},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280167233,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1c","res":{"statusCode":200},"responseTime":0.350445999763906,"msg":"request completed"}
api-1  | {"level":30,"time":1770280177303,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1d","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":59758},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280177303,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1d","res":{"statusCode":200},"responseTime":0.33478299994021654,"msg":"request completed"}
api-1  | {"level":30,"time":1770280187362,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1e","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":41248},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280187362,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1e","res":{"statusCode":200},"responseTime":0.28915899991989136,"msg":"request completed"}
api-1  | {"level":30,"time":1770280197426,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1f","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":34974},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280197426,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1f","res":{"statusCode":200},"responseTime":0.3479119995608926,"msg":"request completed"}
api-1  | {"level":30,"time":1770280207502,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1g","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":40482},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280207502,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1g","res":{"statusCode":200},"responseTime":0.2575799999758601,"msg":"request completed"}
api-1  | {"level":30,"time":1770280217566,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1h","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":52558},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280217566,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1h","res":{"statusCode":200},"responseTime":0.37837000004947186,"msg":"request completed"}
api-1  | {"level":30,"time":1770280227632,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1i","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":36308},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280227632,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1i","res":{"statusCode":200},"responseTime":0.31481900066137314,"msg":"request completed"}
api-1  | {"level":30,"time":1770280237717,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1j","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":39430},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280237717,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1j","res":{"statusCode":200},"responseTime":0.34199099987745285,"msg":"request completed"}
api-1  | Server is starting up...
api-1  | [WhatsAppService] Initialized with Twilio
api-1  | {"level":30,"time":1770280248945,"pid":1,"hostname":"59fe47891a9b","msg":"Server listening at http://0.0.0.0:8000"}
api-1  | Server listening at http://0.0.0.0:8000
api-1  | Routes loaded.
api-1  | {"level":30,"time":1770280253110,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":59344},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280253115,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1","res":{"statusCode":200},"responseTime":4.803960000164807,"msg":"request completed"}
api-1  | {"level":30,"time":1770280263172,"pid":1,"hostname":"59fe47891a9b","reqId":"req-2","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":50872},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280263173,"pid":1,"hostname":"59fe47891a9b","reqId":"req-2","res":{"statusCode":200},"responseTime":0.4597550006583333,"msg":"request completed"}
api-1  | {"level":30,"time":1770280273236,"pid":1,"hostname":"59fe47891a9b","reqId":"req-3","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":60476},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280273237,"pid":1,"hostname":"59fe47891a9b","reqId":"req-3","res":{"statusCode":200},"responseTime":0.3522399999201298,"msg":"request completed"}
api-1  | {"level":30,"time":1770280274053,"pid":1,"hostname":"59fe47891a9b","reqId":"req-4","req":{"method":"GET","url":"/api/v1/admin/auth/me","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45090},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280274073,"pid":1,"hostname":"59fe47891a9b","reqId":"req-4","res":{"statusCode":200},"responseTime":20.156425000168383,"msg":"request completed"}
api-1  | {"level":30,"time":1770280274074,"pid":1,"hostname":"59fe47891a9b","reqId":"req-5","req":{"method":"GET","url":"/api/v1/admin/auth/me","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45090},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280274078,"pid":1,"hostname":"59fe47891a9b","reqId":"req-5","res":{"statusCode":200},"responseTime":2.7475120006129146,"msg":"request completed"}
api-1  | {"level":30,"time":1770280277003,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45090},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280277006,"pid":1,"hostname":"59fe47891a9b","reqId":"req-7","req":{"method":"GET","url":"/api/v1/admin/members?limit=1","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45098},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280277108,"pid":1,"hostname":"59fe47891a9b","reqId":"req-7","res":{"statusCode":200},"responseTime":102.52331199962646,"msg":"request completed"}
api-1  | {"level":30,"time":1770280277110,"pid":1,"hostname":"59fe47891a9b","reqId":"req-8","req":{"method":"GET","url":"/api/v1/admin/members?limit=1","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45098},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280277113,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6","res":{"statusCode":200},"responseTime":109.47667300049216,"msg":"request completed"}
api-1  | {"level":30,"time":1770280277116,"pid":1,"hostname":"59fe47891a9b","reqId":"req-9","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45090},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280277123,"pid":1,"hostname":"59fe47891a9b","reqId":"req-8","res":{"statusCode":200},"responseTime":12.710688999854028,"msg":"request completed"}
api-1  | {"level":30,"time":1770280277124,"pid":1,"hostname":"59fe47891a9b","reqId":"req-9","res":{"statusCode":200},"responseTime":7.665138000622392,"msg":"request completed"}
api-1  | {"level":30,"time":1770280281740,"pid":1,"hostname":"59fe47891a9b","reqId":"req-a","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45090},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280281752,"pid":1,"hostname":"59fe47891a9b","reqId":"req-a","res":{"statusCode":200},"responseTime":11.799455000087619,"msg":"request completed"}
api-1  | {"level":30,"time":1770280281754,"pid":1,"hostname":"59fe47891a9b","reqId":"req-b","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45090},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280281759,"pid":1,"hostname":"59fe47891a9b","reqId":"req-b","res":{"statusCode":200},"responseTime":5.094736999832094,"msg":"request completed"}
api-1  | {"level":30,"time":1770280283303,"pid":1,"hostname":"59fe47891a9b","reqId":"req-c","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":46940},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280283304,"pid":1,"hostname":"59fe47891a9b","reqId":"req-c","res":{"statusCode":200},"responseTime":0.39884799998253584,"msg":"request completed"}
api-1  | {"level":30,"time":1770280293375,"pid":1,"hostname":"59fe47891a9b","reqId":"req-d","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":59954},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280293376,"pid":1,"hostname":"59fe47891a9b","reqId":"req-d","res":{"statusCode":200},"responseTime":0.434689000248909,"msg":"request completed"}
api-1  | {"level":30,"time":1770280303445,"pid":1,"hostname":"59fe47891a9b","reqId":"req-e","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":37740},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280303445,"pid":1,"hostname":"59fe47891a9b","reqId":"req-e","res":{"statusCode":200},"responseTime":0.41070500016212463,"msg":"request completed"}
api-1  | {"level":30,"time":1770280313509,"pid":1,"hostname":"59fe47891a9b","reqId":"req-f","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":53770},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280313510,"pid":1,"hostname":"59fe47891a9b","reqId":"req-f","res":{"statusCode":200},"responseTime":0.4673190005123615,"msg":"request completed"}
api-1  | {"level":30,"time":1770280323556,"pid":1,"hostname":"59fe47891a9b","reqId":"req-g","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":59674},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280323557,"pid":1,"hostname":"59fe47891a9b","reqId":"req-g","res":{"statusCode":200},"responseTime":0.25329200085252523,"msg":"request completed"}
api-1  | {"level":30,"time":1770280333613,"pid":1,"hostname":"59fe47891a9b","reqId":"req-h","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":56862},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280333614,"pid":1,"hostname":"59fe47891a9b","reqId":"req-h","res":{"statusCode":200},"responseTime":0.38140600081533194,"msg":"request completed"}
api-1  | {"level":30,"time":1770280334142,"pid":1,"hostname":"59fe47891a9b","reqId":"req-i","req":{"method":"OPTIONS","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45478},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280334144,"pid":1,"hostname":"59fe47891a9b","reqId":"req-i","res":{"statusCode":204},"responseTime":0.9824799997732043,"msg":"request completed"}
api-1  | {"level":30,"time":1770280334145,"pid":1,"hostname":"59fe47891a9b","reqId":"req-j","req":{"method":"POST","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":45090},"msg":"incoming request"}
api-1  | {"level":50,"time":1770280334159,"pid":1,"hostname":"59fe47891a9b","reqId":"req-j","err":{"type":"PrismaClientValidationError","message":"\nInvalid `prisma.vendor.create()` invocation:\n\n{\n  data: {\n    legal_name: \"Bobbys Burgers \",\n    trading_name: \"\\\\Burgers Inc\",\n    vendor_slug: \"burgers-inc\",\n    billing_email: \"bobby@places.com\",\n    monthly_billing_amount: \"500\",\n    billing_start_date: \"2026-03-01\",\n                        ~~~~~~~~~~~~\n    contact_name: \"Waldo\",\n    contact_surname: \"Wally\",\n    contact_phone: \"0824402477\",\n    status: \"ACTIVE\",\n    billing_plan_id: \"FREE\",\n    billing_status: \"TRIAL\",\n    branding: {\n      create: {\n        primary_color: \"#000000\",\n        secondary_color: \"#ffffff\"\n      }\n    },\n    programs: {\n      create: {\n        version: 1,\n        is_active: true,\n        stamps_required: 10,\n        reward_title: \"Free Reward\",\n        reward_description: \"Collect 10 stamps to earn a reward.\",\n        terms_text: \"Standard terms and conditions apply.\"\n      }\n    },\n    branches: {\n      create: {\n        name: \"Main Branch\",\n        city: \"Johannesburg\",\n        region: \"Eastgate\"\n      }\n    }\n  }\n}\n\nInvalid value for argument `billing_start_date`: premature end of input. Expected ISO-8601 DateTime.","stack":"PrismaClientValidationError: \nInvalid `prisma.vendor.create()` invocation:\n\n{\n  data: {\n    legal_name: \"Bobbys Burgers \",\n    trading_name: \"\\\\Burgers Inc\",\n    vendor_slug: \"burgers-inc\",\n    billing_email: \"bobby@places.com\",\n    monthly_billing_amount: \"500\",\n    billing_start_date: \"2026-03-01\",\n                        ~~~~~~~~~~~~\n    contact_name: \"Waldo\",\n    contact_surname: \"Wally\",\n    contact_phone: \"0824402477\",\n    status: \"ACTIVE\",\n    billing_plan_id: \"FREE\",\n    billing_status: \"TRIAL\",\n    branding: {\n      create: {\n        primary_color: \"#000000\",\n        secondary_color: \"#ffffff\"\n      }\n    },\n    programs: {\n      create: {\n        version: 1,\n        is_active: true,\n        stamps_required: 10,\n        reward_title: \"Free Reward\",\n        reward_description: \"Collect 10 stamps to earn a reward.\",\n        terms_text: \"Standard terms and conditions apply.\"\n      }\n    },\n    branches: {\n      create: {\n        name: \"Main Branch\",\n        city: \"Johannesburg\",\n        region: \"Eastgate\"\n      }\n    }\n  }\n}\n\nInvalid value for argument `billing_start_date`: premature end of input. Expected ISO-8601 DateTime.\n    at wn (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:29:1363)\n    at $n.handleRequestError (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:6958)\n    at $n.handleAndLogRequestError (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:6623)\n    at $n.request (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:6307)\n    at async l (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:130:9633)","name":"PrismaClientValidationError","clientVersion":"5.22.0"},"msg":"\nInvalid `prisma.vendor.create()` invocation:\n\n{\n  data: {\n    legal_name: \"Bobbys Burgers \",\n    trading_name: \"\\\\Burgers Inc\",\n    vendor_slug: \"burgers-inc\",\n    billing_email: \"bobby@places.com\",\n    monthly_billing_amount: \"500\",\n    billing_start_date: \"2026-03-01\",\n                        ~~~~~~~~~~~~\n    contact_name: \"Waldo\",\n    contact_surname: \"Wally\",\n    contact_phone: \"0824402477\",\n    status: \"ACTIVE\",\n    billing_plan_id: \"FREE\",\n    billing_status: \"TRIAL\",\n    branding: {\n      create: {\n        primary_color: \"#000000\",\n        secondary_color: \"#ffffff\"\n      }\n    },\n    programs: {\n      create: {\n        version: 1,\n        is_active: true,\n        stamps_required: 10,\n        reward_title: \"Free Reward\",\n        reward_description: \"Collect 10 stamps to earn a reward.\",\n        terms_text: \"Standard terms and conditions apply.\"\n      }\n    },\n    branches: {\n      create: {\n        name: \"Main Branch\",\n        city: \"Johannesburg\",\n        region: \"Eastgate\"\n      }\n    }\n  }\n}\n\nInvalid value for argument `billing_start_date`: premature end of input. Expected ISO-8601 DateTime."}
api-1  | {"level":30,"time":1770280334160,"pid":1,"hostname":"59fe47891a9b","reqId":"req-j","res":{"statusCode":500},"responseTime":14.385720000602305,"msg":"request completed"}
api-1  | {"level":30,"time":1770280343676,"pid":1,"hostname":"59fe47891a9b","reqId":"req-k","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":46836},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280343676,"pid":1,"hostname":"59fe47891a9b","reqId":"req-k","res":{"statusCode":200},"responseTime":0.37543500028550625,"msg":"request completed"}
api-1  | {"level":30,"time":1770280353736,"pid":1,"hostname":"59fe47891a9b","reqId":"req-l","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":44698},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280353737,"pid":1,"hostname":"59fe47891a9b","reqId":"req-l","res":{"statusCode":200},"responseTime":0.351498999632895,"msg":"request completed"}
api-1  | {"level":30,"time":1770280363780,"pid":1,"hostname":"59fe47891a9b","reqId":"req-m","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":42670},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280363781,"pid":1,"hostname":"59fe47891a9b","reqId":"req-m","res":{"statusCode":200},"responseTime":0.3048200001940131,"msg":"request completed"}
api-1  | {"level":30,"time":1770280373852,"pid":1,"hostname":"59fe47891a9b","reqId":"req-n","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":58948},"msg":"incoming request"}
api-1  | {"level":30,"time":1770280373852,"pid":1,"hostname":"59fe47891a9b","reqId":"req-n","res":{"statusCode":200},"responseTime":0.35880300030112267,"msg":"request completed"}
