api-1  | {"level":30,"time":1770281842725,"pid":1,"hostname":"59fe47891a9b","reqId":"req-4p","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":47998},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282516778,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6k","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":48110},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282516779,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6k","res":{"statusCode":200},"responseTime":0.2971369996666908,"msg":"request completed"}
api-1  | {"level":30,"time":1770282526837,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6l","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":37492},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282526837,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6l","res":{"statusCode":200},"responseTime":0.2774000000208616,"msg":"request completed"}
api-1  | Server is starting up...
api-1  | [WhatsAppService] Initialized with Twilio
api-1  | {"level":30,"time":1770282538514,"pid":1,"hostname":"59fe47891a9b","msg":"Server listening at http://0.0.0.0:8000"}
api-1  | Server listening at http://0.0.0.0:8000
api-1  | Routes loaded.
api-1  | {"level":30,"time":1770282541361,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1","req":{"method":"GET","url":"/api/v1/admin/auth/me","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282541389,"pid":1,"hostname":"59fe47891a9b","reqId":"req-1","res":{"statusCode":200},"responseTime":27.276763001456857,"msg":"request completed"}
api-1  | {"level":30,"time":1770282541390,"pid":1,"hostname":"59fe47891a9b","reqId":"req-2","req":{"method":"GET","url":"/api/v1/admin/auth/me","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282541392,"pid":1,"hostname":"59fe47891a9b","reqId":"req-2","res":{"statusCode":200},"responseTime":1.8907280005514622,"msg":"request completed"}
api-1  | {"level":30,"time":1770282542692,"pid":1,"hostname":"59fe47891a9b","reqId":"req-3","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":36842},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282542693,"pid":1,"hostname":"59fe47891a9b","reqId":"req-3","res":{"statusCode":200},"responseTime":0.5024810004979372,"msg":"request completed"}
api-1  | {"level":30,"time":1770282543471,"pid":1,"hostname":"59fe47891a9b","reqId":"req-4","req":{"method":"GET","url":"/api/v1/admin/auth/me","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282543474,"pid":1,"hostname":"59fe47891a9b","reqId":"req-4","res":{"statusCode":200},"responseTime":2.4317039996385574,"msg":"request completed"}
api-1  | {"level":30,"time":1770282543475,"pid":1,"hostname":"59fe47891a9b","reqId":"req-5","req":{"method":"GET","url":"/api/v1/admin/auth/me","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282543478,"pid":1,"hostname":"59fe47891a9b","reqId":"req-5","res":{"statusCode":200},"responseTime":2.5948659982532263,"msg":"request completed"}
api-1  | {"level":30,"time":1770282546244,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282546246,"pid":1,"hostname":"59fe47891a9b","reqId":"req-7","req":{"method":"GET","url":"/api/v1/admin/members?limit=1","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282546351,"pid":1,"hostname":"59fe47891a9b","reqId":"req-7","res":{"statusCode":200},"responseTime":104.30129799991846,"msg":"request completed"}
api-1  | {"level":30,"time":1770282546353,"pid":1,"hostname":"59fe47891a9b","reqId":"req-6","res":{"statusCode":200},"responseTime":108.76734199933708,"msg":"request completed"}
api-1  | {"level":30,"time":1770282546353,"pid":1,"hostname":"59fe47891a9b","reqId":"req-8","req":{"method":"GET","url":"/api/v1/admin/members?limit=1","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282546355,"pid":1,"hostname":"59fe47891a9b","reqId":"req-9","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282546361,"pid":1,"hostname":"59fe47891a9b","reqId":"req-9","res":{"statusCode":200},"responseTime":6.156690999865532,"msg":"request completed"}
api-1  | {"level":30,"time":1770282546363,"pid":1,"hostname":"59fe47891a9b","reqId":"req-8","res":{"statusCode":200},"responseTime":10.156291000545025,"msg":"request completed"}
api-1  | {"level":30,"time":1770282547963,"pid":1,"hostname":"59fe47891a9b","reqId":"req-a","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282547973,"pid":1,"hostname":"59fe47891a9b","reqId":"req-a","res":{"statusCode":200},"responseTime":9.413781998679042,"msg":"request completed"}
api-1  | {"level":30,"time":1770282547974,"pid":1,"hostname":"59fe47891a9b","reqId":"req-b","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282547984,"pid":1,"hostname":"59fe47891a9b","reqId":"req-b","res":{"statusCode":200},"responseTime":9.684712998569012,"msg":"request completed"}
api-1  | {"level":30,"time":1770282549594,"pid":1,"hostname":"59fe47891a9b","reqId":"req-c","req":{"method":"GET","url":"/api/v1/admin/vendors/adce680a-8465-45aa-878d-e25ba2e815d3/staff","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282549596,"pid":1,"hostname":"59fe47891a9b","reqId":"req-d","req":{"method":"GET","url":"/api/v1/admin/vendors/adce680a-8465-45aa-878d-e25ba2e815d3","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282549611,"pid":1,"hostname":"59fe47891a9b","reqId":"req-c","res":{"statusCode":200},"responseTime":16.216022999957204,"msg":"request completed"}
api-1  | {"level":30,"time":1770282549612,"pid":1,"hostname":"59fe47891a9b","reqId":"req-e","req":{"method":"GET","url":"/api/v1/admin/vendors/adce680a-8465-45aa-878d-e25ba2e815d3/staff","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":52188},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282549617,"pid":1,"hostname":"59fe47891a9b","reqId":"req-e","res":{"statusCode":200},"responseTime":4.984668999910355,"msg":"request completed"}
api-1  | {"level":30,"time":1770282549619,"pid":1,"hostname":"59fe47891a9b","reqId":"req-d","res":{"statusCode":200},"responseTime":23.226771000772715,"msg":"request completed"}
api-1  | {"level":30,"time":1770282549620,"pid":1,"hostname":"59fe47891a9b","reqId":"req-f","req":{"method":"GET","url":"/api/v1/admin/vendors/adce680a-8465-45aa-878d-e25ba2e815d3","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282549627,"pid":1,"hostname":"59fe47891a9b","reqId":"req-f","res":{"statusCode":200},"responseTime":6.760575000196695,"msg":"request completed"}
api-1  | {"level":30,"time":1770282551025,"pid":1,"hostname":"59fe47891a9b","reqId":"req-g","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282551030,"pid":1,"hostname":"59fe47891a9b","reqId":"req-g","res":{"statusCode":200},"responseTime":5.282898999750614,"msg":"request completed"}
api-1  | {"level":30,"time":1770282551031,"pid":1,"hostname":"59fe47891a9b","reqId":"req-h","req":{"method":"GET","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282551037,"pid":1,"hostname":"59fe47891a9b","reqId":"req-h","res":{"statusCode":200},"responseTime":5.36213400028646,"msg":"request completed"}
api-1  | {"level":30,"time":1770282552741,"pid":1,"hostname":"59fe47891a9b","reqId":"req-i","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":43032},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282552742,"pid":1,"hostname":"59fe47891a9b","reqId":"req-i","res":{"statusCode":200},"responseTime":0.7286149989813566,"msg":"request completed"}
api-1  | {"level":30,"time":1770282562804,"pid":1,"hostname":"59fe47891a9b","reqId":"req-j","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":38396},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282562805,"pid":1,"hostname":"59fe47891a9b","reqId":"req-j","res":{"statusCode":200},"responseTime":0.6924790013581514,"msg":"request completed"}
api-1  | {"level":30,"time":1770282572872,"pid":1,"hostname":"59fe47891a9b","reqId":"req-k","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":57582},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282572873,"pid":1,"hostname":"59fe47891a9b","reqId":"req-k","res":{"statusCode":200},"responseTime":0.29593100026249886,"msg":"request completed"}
api-1  | {"level":30,"time":1770282582949,"pid":1,"hostname":"59fe47891a9b","reqId":"req-l","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":58470},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282582950,"pid":1,"hostname":"59fe47891a9b","reqId":"req-l","res":{"statusCode":200},"responseTime":0.39076200127601624,"msg":"request completed"}
api-1  | {"level":30,"time":1770282593020,"pid":1,"hostname":"59fe47891a9b","reqId":"req-m","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":47078},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282593021,"pid":1,"hostname":"59fe47891a9b","reqId":"req-m","res":{"statusCode":200},"responseTime":0.34387699887156487,"msg":"request completed"}
api-1  | {"level":30,"time":1770282601243,"pid":1,"hostname":"59fe47891a9b","reqId":"req-n","req":{"method":"OPTIONS","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":33782},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282601244,"pid":1,"hostname":"59fe47891a9b","reqId":"req-n","res":{"statusCode":204},"responseTime":0.9243759997189045,"msg":"request completed"}
api-1  | {"level":30,"time":1770282601246,"pid":1,"hostname":"59fe47891a9b","reqId":"req-o","req":{"method":"POST","url":"/api/v1/admin/vendors","hostname":"localhost:8000","remoteAddress":"172.18.0.1","remotePort":41304},"msg":"incoming request"}
api-1  | {"level":50,"time":1770282601257,"pid":1,"hostname":"59fe47891a9b","reqId":"req-o","err":{"type":"PrismaClientValidationError","message":"\nInvalid `prisma.vendor.create()` invocation:\n\n{\n  data: {\n    legal_name: \"Bobby the beer man tailor \",\n    trading_name: \"Boobyy inc\",\n    vendor_slug: \"boobyy-inc\",\n    billing_email: \"neil@strategyzone.co.za\",\n    monthly_billing_amount: \"500\",\n    billing_start_date: \"2026-03-01\",\n                        ~~~~~~~~~~~~\n    contact_name: \"Bonny \",\n    contact_surname: \"Bobby\",\n    contact_phone: \"0824402423\",\n    status: \"ACTIVE\",\n    billing_plan_id: \"FREE\",\n    billing_status: \"TRIAL\",\n    branding: {\n      create: {\n        primary_color: \"#000000\",\n        secondary_color: \"#ffffff\"\n      }\n    },\n    programs: {\n      create: {\n        version: 1,\n        is_active: true,\n        stamps_required: 10,\n        reward_title: \"Free Reward\",\n        reward_description: \"Collect 10 stamps to earn a reward.\",\n        terms_text: \"Standard terms and conditions apply.\"\n      }\n    },\n    branches: {\n      create: {\n        name: \"Main Branch\",\n        city: \"Johannesburg\",\n        region: \"eastgate \"\n      }\n    }\n  }\n}\n\nInvalid value for argument `billing_start_date`: premature end of input. Expected ISO-8601 DateTime.","stack":"PrismaClientValidationError: \nInvalid `prisma.vendor.create()` invocation:\n\n{\n  data: {\n    legal_name: \"Bobby the beer man tailor \",\n    trading_name: \"Boobyy inc\",\n    vendor_slug: \"boobyy-inc\",\n    billing_email: \"neil@strategyzone.co.za\",\n    monthly_billing_amount: \"500\",\n    billing_start_date: \"2026-03-01\",\n                        ~~~~~~~~~~~~\n    contact_name: \"Bonny \",\n    contact_surname: \"Bobby\",\n    contact_phone: \"0824402423\",\n    status: \"ACTIVE\",\n    billing_plan_id: \"FREE\",\n    billing_status: \"TRIAL\",\n    branding: {\n      create: {\n        primary_color: \"#000000\",\n        secondary_color: \"#ffffff\"\n      }\n    },\n    programs: {\n      create: {\n        version: 1,\n        is_active: true,\n        stamps_required: 10,\n        reward_title: \"Free Reward\",\n        reward_description: \"Collect 10 stamps to earn a reward.\",\n        terms_text: \"Standard terms and conditions apply.\"\n      }\n    },\n    branches: {\n      create: {\n        name: \"Main Branch\",\n        city: \"Johannesburg\",\n        region: \"eastgate \"\n      }\n    }\n  }\n}\n\nInvalid value for argument `billing_start_date`: premature end of input. Expected ISO-8601 DateTime.\n    at wn (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:29:1363)\n    at $n.handleRequestError (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:6958)\n    at $n.handleAndLogRequestError (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:6623)\n    at $n.request (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:121:6307)\n    at async l (/app/node_modules/.pnpm/@prisma+client@5.22.0_prisma@5.22.0/node_modules/@prisma/client/runtime/library.js:130:9633)","name":"PrismaClientValidationError","clientVersion":"5.22.0"},"msg":"\nInvalid `prisma.vendor.create()` invocation:\n\n{\n  data: {\n    legal_name: \"Bobby the beer man tailor \",\n    trading_name: \"Boobyy inc\",\n    vendor_slug: \"boobyy-inc\",\n    billing_email: \"neil@strategyzone.co.za\",\n    monthly_billing_amount: \"500\",\n    billing_start_date: \"2026-03-01\",\n                        ~~~~~~~~~~~~\n    contact_name: \"Bonny \",\n    contact_surname: \"Bobby\",\n    contact_phone: \"0824402423\",\n    status: \"ACTIVE\",\n    billing_plan_id: \"FREE\",\n    billing_status: \"TRIAL\",\n    branding: {\n      create: {\n        primary_color: \"#000000\",\n        secondary_color: \"#ffffff\"\n      }\n    },\n    programs: {\n      create: {\n        version: 1,\n        is_active: true,\n        stamps_required: 10,\n        reward_title: \"Free Reward\",\n        reward_description: \"Collect 10 stamps to earn a reward.\",\n        terms_text: \"Standard terms and conditions apply.\"\n      }\n    },\n    branches: {\n      create: {\n        name: \"Main Branch\",\n        city: \"Johannesburg\",\n        region: \"eastgate \"\n      }\n    }\n  }\n}\n\nInvalid value for argument `billing_start_date`: premature end of input. Expected ISO-8601 DateTime."}
api-1  | {"level":30,"time":1770282601258,"pid":1,"hostname":"59fe47891a9b","reqId":"req-o","res":{"statusCode":500},"responseTime":12.030571000650525,"msg":"request completed"}
api-1  | {"level":30,"time":1770282603087,"pid":1,"hostname":"59fe47891a9b","reqId":"req-p","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":46334},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282603088,"pid":1,"hostname":"59fe47891a9b","reqId":"req-p","res":{"statusCode":200},"responseTime":0.5039820000529289,"msg":"request completed"}
api-1  | {"level":30,"time":1770282613162,"pid":1,"hostname":"59fe47891a9b","reqId":"req-q","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":56600},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282613162,"pid":1,"hostname":"59fe47891a9b","reqId":"req-q","res":{"statusCode":200},"responseTime":0.4501709993928671,"msg":"request completed"}
api-1  | {"level":30,"time":1770282623238,"pid":1,"hostname":"59fe47891a9b","reqId":"req-r","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":58024},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282623238,"pid":1,"hostname":"59fe47891a9b","reqId":"req-r","res":{"statusCode":200},"responseTime":0.26512099988758564,"msg":"request completed"}
api-1  | {"level":30,"time":1770282633271,"pid":1,"hostname":"59fe47891a9b","reqId":"req-s","req":{"method":"GET","url":"/health","hostname":"127.0.0.1:8000","remoteAddress":"127.0.0.1","remotePort":45630},"msg":"incoming request"}
api-1  | {"level":30,"time":1770282633272,"pid":1,"hostname":"59fe47891a9b","reqId":"req-s","res":{"statusCode":200},"responseTime":0.24191199988126755,"msg":"request completed"}
